,x,y,z
0,0.00040300004184246063,-0.0620185025036335,-0.005498000420629978
1,-0.002863000147044659,-0.06005550175905228,-0.00956700090318918
2,-0.0019450001418590548,-0.04125550016760826,-0.0013490002602338787
3,-0.001867000013589859,-0.042347501963377,-0.001900000497698784
4,0.0023229997605085373,-0.06178850308060646,-0.003647000528872013
5,-0.0027310000732541084,-0.06022550165653229,-0.010154000483453274
6,-0.0022010002285242076,-0.060870502144098275,-0.010271000675857069
7,0.0011539999395608902,-0.06444849818944931,-0.007683000527322292
8,0.0021529998630285267,-0.06420250236988068,-0.005250000394880772
9,0.026002999395132058,0.017330501228570938,-0.04943400248885155
10,0.03193200007081032,0.015207500196993353,-0.04868100211024285
11,0.03188300132751465,0.015836499631404877,-0.048690002411603935
12,0.03165300190448761,0.016974501311779022,-0.04870400205254555
13,0.031419001519680016,0.017485499382019043,-0.04870600253343582
14,0.0308459997177124,0.018266499042510983,-0.04871800169348717
15,0.030553001910448074,0.01857649907469749,-0.0487230010330677
16,0.02966700121760368,0.019087500870227814,-0.04873400181531906
17,0.02887000143527985,0.01933449879288673,-0.0487390011548996
18,0.027816999703645703,0.019144501537084583,-0.04873800277709961
19,0.027003001421689987,0.0187624990940094,-0.04875200241804123
20,0.026449000462889668,0.01821250095963478,-0.048764001578092575
21,0.025857001543045044,0.017475500702857968,-0.04873800277709961
22,0.02563200145959854,0.016306500881910324,-0.04873800277709961
23,0.025662999600172043,0.015828501433134082,-0.048736002296209335
24,0.025795001536607742,0.014850500039756296,-0.048725001513957984
25,0.026101000607013702,0.013850499875843523,-0.04871800169348717
26,0.02628299966454506,0.013331499882042408,-0.04871100187301637
27,0.02672100067138672,0.012433500029146671,-0.048700001090765
28,0.02732900157570839,0.011573499999940395,-0.04868600144982338
29,0.030406001955270767,0.01186749991029501,-0.0479620024561882
30,0.030863001942634583,0.012427500449120998,-0.047971002757549286
31,0.03135799989104271,0.013394500128924848,-0.04796700179576874
32,0.031669002026319504,0.014230499975383282,-0.04797400161623955
33,0.031835999339818954,0.015237499959766863,-0.047978002578020096
34,0.031821999698877335,0.01583550125360489,-0.047992002218961716
35,0.031630001962184906,0.01700349897146225,-0.0480010025203228
36,0.031227000057697293,0.017911501228809357,-0.04801300168037415
37,0.03063100203871727,0.0186695009469986,-0.04802000150084496
38,0.02982199937105179,0.019243501126766205,-0.048038002103567116
39,0.028877999633550644,0.01950649917125702,-0.04804500192403793
40,0.02789000049233437,0.01939750090241432,-0.04803600162267685
41,0.026934001594781886,0.018987499177455902,-0.048047002404928214
42,0.026229001581668854,0.018430501222610474,-0.0480400025844574
43,0.025706000626087192,0.017616499215364456,-0.048034001141786575
44,0.025481000542640686,0.016438499093055725,-0.048038002103567116
45,0.025534000247716904,0.01585650071501732,-0.048034001141786575
46,0.02572900056838989,0.014842499978840353,-0.048024002462625504
47,0.026073001325130463,0.013843500055372715,-0.04801700264215469
48,0.026204999536275864,0.013479500077664852,-0.04801300168037415
49,0.026647001504898068,0.012573500163853168,-0.04800400137901306
50,0.0273829996585846,0.011674500070512295,-0.04799400269985199
51,0.02764200046658516,0.011458500288426876,-0.047978002578020096
52,0.02891600131988525,0.011070500127971172,-0.04797600209712982
53,0.0300929993391037,0.011899500153958796,-0.047273002564907074
54,0.03068999946117401,0.012589500285685062,-0.0472710020840168
55,0.031208999454975125,0.013533500023186209,-0.04726600274443626
56,0.031504999846220016,0.014277500100433825,-0.047276001423597336
57,0.031727999448776245,0.015268499962985516,-0.04728200286626817
58,0.03175400197505951,0.015848498791456226,-0.04729000106453896
59,0.03161400184035301,0.017011500895023346,-0.04729900136590004
60,0.03127799928188324,0.01793450117111206,-0.04730600118637085
61,0.030684001743793488,0.018802501261234283,-0.04731900244951248
62,0.02991800010204315,0.019367501139640808,-0.047335002571344376
63,0.028978001326322562,0.019689500331878662,-0.04734500125050545
64,0.027975000441074368,0.019667498767375943,-0.04735100269317627
65,0.026847999542951584,0.019250500947237008,-0.04735400155186653
66,0.02607399970293045,0.018631499260663983,-0.04735100269317627
67,0.025565000250935558,0.017739500850439068,-0.04734700173139572
68,0.025373000651597977,0.016532499343156815,-0.04734200239181519
69,0.025418000295758247,0.015843499451875687,-0.047335002571344376
70,0.02570500038564205,0.014772499911487103,-0.047328002750873566
71,0.02602700144052505,0.013829500414431095,-0.04731900244951248
72,0.02623200044035912,0.013302500359714031,-0.04731200262904167
73,0.026705000549554825,0.012449500150978563,-0.04729600250720978
74,0.02694100141525269,0.012185500003397465,-0.04729000106453896
75,0.027712000533938408,0.011565499939024448,-0.04728000238537789
76,0.02881500124931336,0.011340499855577946,-0.04728700220584869
77,0.02975500002503395,0.01194750051945448,-0.04657500237226486
78,0.03039700165390968,0.012596500106155872,-0.04656800255179405
79,0.03108600154519081,0.01365050021559,-0.046577002853155136
80,0.031355999410152435,0.014331500045955181,-0.04658200219273567
81,0.03158299997448921,0.01529149990528822,-0.046584002673625946
82,0.031658999621868134,0.0158425010740757,-0.04658700153231622
83,0.03163599967956543,0.016827501356601715,-0.04660000279545784
84,0.0313120000064373,0.017956499010324478,-0.04660700261592865
85,0.031070001423358917,0.01845449954271316,-0.04661400243639946
86,0.0304890014231205,0.01917549967765808,-0.04662800207734108
87,0.030018001794815063,0.019533500075340268,-0.04663000255823136
88,0.029104001820087436,0.019907500594854355,-0.04662800207734108
89,0.02802200056612492,0.0199584998190403,-0.04664900153875351
90,0.027692999690771103,0.01989249885082245,-0.04665300250053408
91,0.026759000495076183,0.019545499235391617,-0.046647001057863235
92,0.0259610004723072,0.018896501511335373,-0.046647001057863235
93,0.02539600059390068,0.017825499176979058,-0.046662002801895135
94,0.02518999949097633,0.016780499368906018,-0.04665100201964378
95,0.025283001363277442,0.015865501016378403,-0.04663900285959244
96,0.02555499970912933,0.014860500581562519,-0.04662800207734108
97,0.025706000626087192,0.014401500113308431,-0.046623002737760544
98,0.02610000036656856,0.013463499955832958,-0.04661400243639946
99,0.026736000552773486,0.01246550027281046,-0.04660000279545784
100,0.027786001563072205,0.0117204999551177,-0.046584002673625946
101,0.02890799939632416,0.01154450047761202,-0.04658900201320648
102,0.02942200005054474,0.011983499862253666,-0.04588000103831291
103,0.030287999659776688,0.012703499756753443,-0.045875001698732376
104,0.030962001532316208,0.013765499927103521,-0.04587000235915184
105,0.031235001981258392,0.014393500052392484,-0.04587700217962265
106,0.0314830020070076,0.015329499728977682,-0.04588600248098373
107,0.03162200003862381,0.016336500644683838,-0.04589100182056427
108,0.0316070020198822,0.016841500997543342,-0.04589800164103508
109,0.031366001814603806,0.017980501055717468,-0.04590900242328644
110,0.0311259999871254,0.018506500869989395,-0.045914001762866974
111,0.030584000051021576,0.019267499446868896,-0.04592500254511833
112,0.03017400205135345,0.01965050026774406,-0.045928001403808594
113,0.02922699972987175,0.020153500139713287,-0.045932002365589135
114,0.028223000466823574,0.02027050033211708,-0.04594100266695023
115,0.0274020005017519,0.020123500376939774,-0.045948002487421036
116,0.02668900042772293,0.019807498902082443,-0.04595700278878212
117,0.025868000462651253,0.0192054994404316,-0.045958001166582114
118,0.02522899955511093,0.01807950064539909,-0.045958001166582114
119,0.02505100145936013,0.016927499324083328,-0.04595500230789185
120,0.025171000510454167,0.01585850119590759,-0.04594400152564049
121,0.02547600120306015,0.01486650016158819,-0.04593000188469887
122,0.02574400044977665,0.014186500571668146,-0.04592300206422807
123,0.026167001575231552,0.013263500295579432,-0.04590900242328644
124,0.026748001575469967,0.01251049991697073,-0.04589800164103508
125,0.027963999658823013,0.011851499788463116,-0.04588600248098373
126,0.02913999930024147,0.012085500173270702,-0.045184001326560974
127,0.02941299974918365,0.012234500609338284,-0.04518100246787071
128,0.030197001993656162,0.012922500260174273,-0.04517200216650963
129,0.030832000076770782,0.01389750000089407,-0.0451740026473999
130,0.031279001384973526,0.01490550022572279,-0.04517900198698044
131,0.03145100176334381,0.015701498836278915,-0.04519100114703178
132,0.03155200183391571,0.016855500638484955,-0.045197002589702606
133,0.0313900001347065,0.018002498894929886,-0.0452130027115345
134,0.031022999435663223,0.018934499472379684,-0.04522500187158585
135,0.03031200170516968,0.019830498844385147,-0.0452360026538372
136,0.029484000056982037,0.020351499319076538,-0.04523000121116638
137,0.028384000062942505,0.020626500248909,-0.04524800181388855
138,0.0273829996585846,0.020456500351428986,-0.04525000229477882
139,0.026615999639034268,0.020130500197410583,-0.04525900259613992
140,0.0257520005106926,0.01953849941492081,-0.0452750027179718
141,0.025476999580860138,0.019234500825405117,-0.04526200145483017
142,0.025012001395225525,0.01828249916434288,-0.04527100175619125
143,0.02486500144004821,0.017052501440048218,-0.04524300247430802
144,0.025047000497579568,0.01585749909281731,-0.04524100199341774
145,0.025375999510288242,0.014842499978840353,-0.04523000121116638
146,0.02576800063252449,0.013874500058591366,-0.04522000253200531
147,0.026291001588106155,0.013016500510275364,-0.04520700126886368
148,0.02715300023555756,0.012271500192582607,-0.04518100246787071
149,0.028296999633312225,0.0119615001603961,-0.0451900027692318
150,0.028631001710891724,0.012114499695599079,-0.04449700191617012
151,0.02932700142264366,0.012387500144541264,-0.04448600113391876
152,0.030094999819993976,0.013099499978125095,-0.04447600245475769
153,0.030714001506567,0.014031500555574894,-0.04447900131344795
154,0.0311489999294281,0.015006500296294691,-0.04448500275611877
155,0.031341001391410835,0.015774499624967575,-0.04449000209569931
156,0.031490001827478416,0.016856499016284943,-0.04450100287795067
157,0.031436000019311905,0.017857499420642853,-0.0445060022175312
158,0.03110099956393242,0.018958501517772675,-0.04452000185847282
